Order ID,Customer ID,Customer Name,Status,Free On Board,Ship Via,Customer Id,Customer Po Ref,Free On Board,Desired Ship Date
,RADLAB,RADIATOR LABS,,"UNION, N.J.",TBD,RADLAB,2017012000018,"UNION, N.J.",ASAP
